Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"133845","CVE-2020-1938","7.5","Critical","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities.","The version of Tomcat installed on the remote host is 7.0.x prior to 7.0.100, 8.x prior to 8.5.51, or 9.0.x prior to 9.0.31. It
is, therefore, affected by multiple vulnerabilities.

  - An HTTP request smuggling vulnerability exists in Tomcat due to mishandling Transfer-Encoding headers
    behind a reverse proxy. An unauthenticated, remote attacker can exploit this, via crafted HTTP requests,
    to cause unintended HTTP requests to reach the back-end. (CVE-2019-17569)

  - An HTTP request smuggling vulnerability exists in Tomcat due to bad end-of-line (EOL) parsing that allowed
    some invalid HTTP headers to be parsed as valid. An unauthenticated, remote attacker can exploit this, via
    crafted HTTP requests, to cause unintended HTTP requests to reach the back-end. (CVE-2020-1935)

  - An arbitrary file read vulnerability exists in Tomcat's Apache JServ Protocol (AJP) due to an
    implementation defect. A remote, unauthenticated attacker could exploit this to access files which, under
    normal conditions, would be restricted. If the Tomcat instance supports file uploads, the vulnerability
    could also be leveraged to achieve remote code execution. (CVE-2020-1938)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version 
number.","Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.31
","I","9.8","6.5","9.4","9.0","High","","IAVB:2020-B-0010-S;CISA-KNOWN-EXPLOITED:2022/03/17;CEA-ID:CEA-2020-0021","","2020/02/21","2023/01/11","","",""
"136318","","","None","vtop2.vitap.ac.in","tcp","443","TLS Version 1.2 Protocol Detection","The remote service encrypts traffic using a version of TLS.","The remote service accepts connections encrypted using TLS 1.2.","N/A","https://tools.ietf.org/html/rfc5246","TLSv1.2 is enabled and the server supports at least one cipher.","","","","","","None","","","","2020/05/04","2020/05/04","","",""
"136806","CVE-2020-9484","4.4","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0 < 9.0.35 Remote Code Execution","The remote Apache Tomcat server is affected by a remote code execution vulnerability","The version of Tomcat installed on the remote host is prior to
9.0.35. It is, therefore, affected by a remote code execution
vulnerability as referenced in the fixed_in_apache_tomcat_9.0.35_security-9
advisory. Note that Nessus has not tested for this issue but has instead
relied only on the application's self-reported version number.","Upgrade to Apache Tomcat version 9.0.35 or later.","http://www.nessus.org/u?1c58824c","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.35
","I","7.0","3.4","6.3","7.4","Medium","","IAVA:2020-A-0225-S;CEA-ID:CEA-2021-0004","","2020/05/22","2022/12/05","","",""
"138098","CVE-2020-11996","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.36 DoS","The remote Apache Tomcat server is affected by a denial of service vulnerability.","The version of Tomcat installed on the remote host is prior to 9.0.36. It is, therefore, affected by a vulnerability as
referenced in the fixed_in_apache_tomcat_9.0.36_security-9 advisory.

  - A specially crafted sequence of HTTP/2 requests could
    trigger high CPU usage for several seconds. If a
    sufficient number of such requests were made on
    concurrent HTTP/2 connections, the server could become
    unresponsive. (CVE-2020-11996)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.36 or later.","http://www.nessus.org/u?e98498cd
http://www.nessus.org/u?45bd805e","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.36
","I","7.5","3.7","6.5","4.4","Medium","","IAVA:2020-A-0292-S","","2020/07/03","2022/04/11","","",""
"138591","CVE-2020-13934","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.37 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities.","The version of Tomcat installed on the remote host is prior to 9.0.37. It is, therefore, affected by multiple
vulnerabilities as referenced in the fixed_in_apache_tomcat_9.0.37_security-9 advisory. Note that Nessus has not tested
for this issue but has instead relied only on the application's self-reported version number.","Upgrade to Apache Tomcat version 9.0.37 or later.","http://www.nessus.org/u?5733e550
http://www.nessus.org/u?d81c5cba
http://www.nessus.org/u?37703c60","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.37
","I","7.5","3.7","6.5","5.1","Medium","","IAVA:2020-A-0316-S;CEA-ID:CEA-2021-0004","","2020/07/17","2022/12/05","","",""
"138591","CVE-2020-13935","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.37 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities.","The version of Tomcat installed on the remote host is prior to 9.0.37. It is, therefore, affected by multiple
vulnerabilities as referenced in the fixed_in_apache_tomcat_9.0.37_security-9 advisory. Note that Nessus has not tested
for this issue but has instead relied only on the application's self-reported version number.","Upgrade to Apache Tomcat version 9.0.37 or later.","http://www.nessus.org/u?5733e550
http://www.nessus.org/u?d81c5cba
http://www.nessus.org/u?37703c60","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.37
","I","7.5","3.7","6.5","5.1","Medium","","IAVA:2020-A-0316-S;CEA-ID:CEA-2021-0004","","2020/07/17","2022/12/05","","",""
"141446","CVE-2020-13943","4.0","Medium","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 8.5.x < 8.5.58 / 9.0.x < 9.0.38 HTTP/2 Request Mix-Up","The remote Apache Tomcat server is affected by a vulnerability","The version of Tomcat installed on the remote host is 8.5.x prior to 8.5.58 or 9.0.x prior to 9.0.38. It is, therefore,
affected by a vulnerability. If an HTTP/2 client exceeds the agreed maximum number of concurrent streams for a
connection (in violation of the HTTP/2 protocol), it is possible that a subsequent request made on that connection could
contain HTTP headers - including HTTP/2 pseudo headers - from a previous request rather than the intended headers. This
can lead to users seeing responses for unexpected resources.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 8.5.58, 9.0.38 or later.","http://www.nessus.org/u?0656cf04
http://www.nessus.org/u?771617a1","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.38
","I","4.3","3.0","3.8","1.4","Medium","","IAVA:2020-A-0465-S","","2020/10/14","2022/04/11","","",""
"144050","CVE-2020-17527","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.x < 9.0.40 Information Disclosure","The remote Apache Tomcat server is affected by an information disclosure vulnerability","The version of Tomcat installed on the remote host is prior to 9.0.40. It is, therefore, affected by multiple
vulnerabilities as referenced in the fixed_in_apache_tomcat_9.0.40_security-9 advisory.

  - When serving resources from a network location using the NTFS file system, Apache Tomcat versions
    10.0.0-M1 to 10.0.0-M9, 9.0.0.M1 to 9.0.39, 8.5.0 to 8.5.59 and 7.0.0 to 7.0.106 were susceptible to JSP
    source code disclosure in some configurations. The root cause was the unexpected behaviour of the JRE API
    File.getCanonicalPath() which in turn was caused by the inconsistent behaviour of the Windows API
    (FindFirstFileW) in some circumstances. (CVE-2021-24122)

  - While investigating bug 64830 it was discovered that Apache Tomcat 10.0.0-M1 to 10.0.0-M9, 9.0.0-M1 to
    9.0.39 and 8.5.0 to 8.5.59 could re-use an HTTP request header value from the previous stream received on
    an HTTP/2 connection for the request associated with the subsequent stream. While this would most likely
    lead to an error and the closure of the HTTP/2 connection, it is possible that information could leak
    between requests. (CVE-2020-17527)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.40 or later.","http://www.nessus.org/u?13c2f9e9","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.40
","I","7.5","3.7","6.5","5.1","Medium","","IAVA:2020-A-0570-S;CEA-ID:CEA-2021-0025","","2020/12/10","2022/12/05","","",""
"144050","CVE-2021-24122","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.x < 9.0.40 Information Disclosure","The remote Apache Tomcat server is affected by an information disclosure vulnerability","The version of Tomcat installed on the remote host is prior to 9.0.40. It is, therefore, affected by multiple
vulnerabilities as referenced in the fixed_in_apache_tomcat_9.0.40_security-9 advisory.

  - When serving resources from a network location using the NTFS file system, Apache Tomcat versions
    10.0.0-M1 to 10.0.0-M9, 9.0.0.M1 to 9.0.39, 8.5.0 to 8.5.59 and 7.0.0 to 7.0.106 were susceptible to JSP
    source code disclosure in some configurations. The root cause was the unexpected behaviour of the JRE API
    File.getCanonicalPath() which in turn was caused by the inconsistent behaviour of the Windows API
    (FindFirstFileW) in some circumstances. (CVE-2021-24122)

  - While investigating bug 64830 it was discovered that Apache Tomcat 10.0.0-M1 to 10.0.0-M9, 9.0.0-M1 to
    9.0.39 and 8.5.0 to 8.5.59 could re-use an HTTP request header value from the previous stream received on
    an HTTP/2 connection for the request associated with the subsequent stream. While this would most likely
    lead to an error and the closure of the HTTP/2 connection, it is possible that information could leak
    between requests. (CVE-2020-17527)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.40 or later.","http://www.nessus.org/u?13c2f9e9","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.40
","I","7.5","3.7","6.5","5.1","Medium","","IAVA:2020-A-0570-S;CEA-ID:CEA-2021-0025","","2020/12/10","2022/12/05","","",""
"147164","CVE-2020-9484","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.43 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities","The version of Tomcat installed on the remote host is prior to 9.0.43. It is, therefore, affected by multiple
vulnerabilities as referenced in the vendor advisory.

  - When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to
    7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the
    server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is
    configured with sessionAttributeValueClassNameFilter=null (the default unless a SecurityManager is used)
    or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker
    knows the relative file path from the storage location used by FileStore to the file the attacker has
    control over; then, using a specifically crafted request, the attacker will be able to trigger remote code
    execution via deserialization of the file under their control. Note that all of conditions a) to d) must
    be true for the attack to succeed. (CVE-2020-9484)

  - An information disclosure vulnerability exists when responding to new h2c connection requests, Apache Tomcat 
    versions 9.0.0.M1 to 9.0.41 could duplicate request headers and a limited amount of request body from one request 
    to another meaning user A and user B could both see the results of user A's request. (CVE-2021-25122)

  - when using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a 
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously 
    published mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

  - A remote code execution vulnerability via deserialization exists when using Apache Tomcat 9.0.0.M1 to 9.0.41 with a
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published 
    mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.43 or later.","http://www.nessus.org/u?00b2f5b4
http://www.nessus.org/u?c6d3f1a3
http://www.nessus.org/u?7051ce31","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.43
","I","7.5","3.9","6.7","7.4","Medium","","IAVA:2021-A-0114-S;CEA-ID:CEA-2021-0004","","2021/03/05","2022/12/05","","",""
"147164","CVE-2021-25122","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.43 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities","The version of Tomcat installed on the remote host is prior to 9.0.43. It is, therefore, affected by multiple
vulnerabilities as referenced in the vendor advisory.

  - When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to
    7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the
    server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is
    configured with sessionAttributeValueClassNameFilter=null (the default unless a SecurityManager is used)
    or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker
    knows the relative file path from the storage location used by FileStore to the file the attacker has
    control over; then, using a specifically crafted request, the attacker will be able to trigger remote code
    execution via deserialization of the file under their control. Note that all of conditions a) to d) must
    be true for the attack to succeed. (CVE-2020-9484)

  - An information disclosure vulnerability exists when responding to new h2c connection requests, Apache Tomcat 
    versions 9.0.0.M1 to 9.0.41 could duplicate request headers and a limited amount of request body from one request 
    to another meaning user A and user B could both see the results of user A's request. (CVE-2021-25122)

  - when using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a 
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously 
    published mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

  - A remote code execution vulnerability via deserialization exists when using Apache Tomcat 9.0.0.M1 to 9.0.41 with a
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published 
    mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.43 or later.","http://www.nessus.org/u?00b2f5b4
http://www.nessus.org/u?c6d3f1a3
http://www.nessus.org/u?7051ce31","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.43
","I","7.5","3.9","6.7","7.4","Medium","","IAVA:2021-A-0114-S;CEA-ID:CEA-2021-0004","","2021/03/05","2022/12/05","","",""
"147164","CVE-2021-25329","5.0","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.43 Multiple Vulnerabilities","The remote Apache Tomcat server is affected by multiple vulnerabilities","The version of Tomcat installed on the remote host is prior to 9.0.43. It is, therefore, affected by multiple
vulnerabilities as referenced in the vendor advisory.

  - When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to
    7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the
    server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is
    configured with sessionAttributeValueClassNameFilter=null (the default unless a SecurityManager is used)
    or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker
    knows the relative file path from the storage location used by FileStore to the file the attacker has
    control over; then, using a specifically crafted request, the attacker will be able to trigger remote code
    execution via deserialization of the file under their control. Note that all of conditions a) to d) must
    be true for the attack to succeed. (CVE-2020-9484)

  - An information disclosure vulnerability exists when responding to new h2c connection requests, Apache Tomcat 
    versions 9.0.0.M1 to 9.0.41 could duplicate request headers and a limited amount of request body from one request 
    to another meaning user A and user B could both see the results of user A's request. (CVE-2021-25122)

  - when using Apache Tomcat 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41, 8.5.0 to 8.5.61 or 7.0.0. to 7.0.107 with a 
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously 
    published mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

  - A remote code execution vulnerability via deserialization exists when using Apache Tomcat 9.0.0.M1 to 9.0.41 with a
    configuration edge case that was highly unlikely to be used, the Tomcat instance was still vulnerable to 
    CVE-2020-9494. Note that both the previously published prerequisites for CVE-2020-9484 and the previously published 
    mitigations for CVE-2020-9484 also apply to this issue. (CVE-2021-25329)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.43 or later.","http://www.nessus.org/u?00b2f5b4
http://www.nessus.org/u?c6d3f1a3
http://www.nessus.org/u?7051ce31","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.43
","I","7.5","3.9","6.7","7.4","Medium","","IAVA:2021-A-0114-S;CEA-ID:CEA-2021-0004","","2021/03/05","2022/12/05","","",""
"151502","CVE-2021-30640","5.8","Medium","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 7.0.x <= 7.0.108 / 8.5.x <= 8.5.65 / 9.0.x <= 9.0.45 / 10.0.x <= 10.0.5 vulnerability","The remote Apache Tomcat server is affected by a vulnerability","The version of Tomcat installed on the remote host is 7.0.x <= 7.0.108 / 8.5.x <= 8.5.65 / 9.0.x <= 9.0.45 / 10.0.x <= 
10.0.5. It is, therefore, affected by a vulnerability as referenced in the fixed_in_apache_tomcat_10.0.6_security-10 
advisory.

  - Queries made by the JNDI Realm did not always correctly escape parameters. Parameter values could be
    sourced from user provided data (eg user names) as well as configuration data provided by an
    administrator. In limited circumstances it was possible for users to authenticate using variations of
    their user name and/or to bypass some of the protection provided by the LockOut Realm. (CVE-2021-30640)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 7.0.109, 8.5.66, 9.0.46, 10.0.6 or later.","http://www.nessus.org/u?d3fb2d8e
http://www.nessus.org/u?0fb6f5ab
http://www.nessus.org/u?0d761c19
http://www.nessus.org/u?ddfa2b5e
http://www.nessus.org/u?95156892
http://www.nessus.org/u?ed08487c
http://www.nessus.org/u?806274b5
http://www.nessus.org/u?f104a57d
https://bz.apache.org/bugzilla/show_bug.cgi?id=65224
http://www.nessus.org/u?837a9443","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.46
","","6.5","4.3","5.7","4.2","Medium","","","","2021/07/12","2023/10/19","","",""
"152182","CVE-2021-33037","5.0","Medium","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.48 vulnerability","The remote Apache Tomcat server is affected by a vulnerability","The version of Tomcat installed on the remote host is prior to 9.0.48. It is, therefore, affected by a vulnerability as
referenced in the fixed_in_apache_tomcat_9.0.48_security-9 advisory.

  - Apache Tomcat 10.0.0-M1 to 10.0.6, 9.0.0.M1 to 9.0.46 and 8.5.0 to 8.5.66 did not correctly parse the HTTP
    transfer-encoding request header in some circumstances leading to the possibility to request smuggling
    when used with a reverse proxy. Specifically: - Tomcat incorrectly ignored the transfer encoding header if
    the client declared it would only accept an HTTP/1.0 response; - Tomcat honoured the identify encoding;
    and - Tomcat did not ensure that, if present, the chunked encoding was the final encoding.
    (CVE-2021-33037)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.48 or later.","http://www.nessus.org/u?3abdcc43
http://www.nessus.org/u?c2af8a80
http://www.nessus.org/u?d8db985a
http://www.nessus.org/u?19f14e83","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.48
","I","5.3","3.7","4.6","1.4","Medium","","IAVA:2021-A-0303-S","","2021/08/03","2022/04/11","","",""
"156899","","","None","vtop2.vitap.ac.in","tcp","443","SSL/TLS Recommended Cipher Suites","The remote host advertises discouraged SSL/TLS ciphers.","The remote host has open SSL/TLS ports which advertise discouraged cipher suites. It is recommended to only enable
support for the following cipher suites:

TLSv1.3:
  - 0x13,0x01 TLS13_AES_128_GCM_SHA256
  - 0x13,0x02 TLS13_AES_256_GCM_SHA384
  - 0x13,0x03 TLS13_CHACHA20_POLY1305_SHA256

TLSv1.2:
  - 0xC0,0x2B ECDHE-ECDSA-AES128-GCM-SHA256
  - 0xC0,0x2F ECDHE-RSA-AES128-GCM-SHA256
  - 0xC0,0x2C ECDHE-ECDSA-AES256-GCM-SHA384
  - 0xC0,0x30 ECDHE-RSA-AES256-GCM-SHA384
  - 0xCC,0xA9 ECDHE-ECDSA-CHACHA20-POLY1305
  - 0xCC,0xA8 ECDHE-RSA-CHACHA20-POLY1305
  - 0x00,0x9E DHE-RSA-AES128-GCM-SHA256
  - 0x00,0x9F DHE-RSA-AES256-GCM-SHA384

This is the recommended configuration for the vast majority of services, as it is highly secure and compatible with
nearly every client released in the last five (or more) years.","Only enable support for recommened cipher suites.","https://wiki.mozilla.org/Security/Server_Side_TLS
https://ssl-config.mozilla.org/","The remote host has listening SSL/TLS ports which advertise the discouraged cipher suites outlined below:


  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    DHE-RSA-AES128-SHA            0x00, 0x33       DH            RSA      AES-CBC(128)           SHA1
    DHE-RSA-AES256-SHA            0x00, 0x39       DH            RSA      AES-CBC(256)           SHA1
    ECDHE-RSA-AES128-SHA          0xC0, 0x13       ECDH          RSA      AES-CBC(128)           SHA1
    ECDHE-RSA-AES256-SHA          0xC0, 0x14       ECDH          RSA      AES-CBC(256)           SHA1
    DHE-RSA-AES128-SHA256         0x00, 0x67       DH            RSA      AES-CBC(128)           SHA256
    DHE-RSA-AES256-SHA256         0x00, 0x6B       DH            RSA      AES-CBC(256)           SHA256
    ECDHE-RSA-AES128-SHA256       0xC0, 0x27       ECDH          RSA      AES-CBC(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x28       ECDH          RSA      AES-CBC(256)           SHA384

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","","None","","","","2022/01/20","2023/07/10","","",""
"157288","","6.1","Medium","vtop2.vitap.ac.in","tcp","443","TLS Version 1.1 Protocol Deprecated","The remote service encrypts traffic using an older version of TLS.","The remote service accepts connections encrypted using TLS 1.1. TLS 1.1 lacks support for current and recommended
cipher suites. Ciphers that support encryption before MAC computation, and authenticated encryption modes such as GCM
cannot be used with TLS 1.1

As of March 31, 2020, Endpoints that are not enabled for TLS 1.2 and higher will no longer function properly with major
web browsers and major vendors.","Enable support for TLS 1.2 and/or 1.3, and disable support for TLS 1.1.","https://datatracker.ietf.org/doc/html/rfc8996
http://www.nessus.org/u?c8ae820d","TLSv1.1 is enabled and the server supports at least one cipher.","","6.5","","","","Medium","","CWE:327","","2022/04/04","2023/04/19","","",""
"159464","CVE-2021-43980","2.6","Low","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.62 Spring4Shell (CVE-2022-22965) Mitigations","The remote Apache Tomcat server is affected by a vulnerability","The version of Apache Tomcat installed on the remote host is 9.x prior to 9.0.62.

  - The simplified implementation of blocking reads and writes introduced in Tomcat 10 and back-ported to
    Tomcat 9.0.47 onwards exposed a long standing (but extremely hard to trigger) concurrency bug in Apache
    Tomcat 10.1.0 to 10.1.0-M12, 10.0.0-M1 to 10.0.18, 9.0.0-M1 to 9.0.60 and 8.5.0 to 8.5.77 that could cause
    client connections to share an Http11Processor instance resulting in responses, or part responses, to be
    received by the wrong client. (CVE-2021-43980)","Upgrade to Apache Tomcat version 9.0.62 or later.","http://www.nessus.org/u?f8a02181
http://www.nessus.org/u?a9b73a07","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.62
","","3.7","1.9","3.2","2.2","Low","","","","2022/04/01","2023/03/21","","",""
"161159","CVE-2022-25762","7.5","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.21 vulnerability","The remote Apache Tomcat server is affected by a vulnerability","The version of Tomcat installed on the remote host is prior to 9.0.21. It is, therefore, affected by a vulnerability as
referenced in the fixed_in_apache_tomcat_9.0.21_security-9 advisory.

  - If a web application sends a WebSocket message concurrently with the WebSocket connection closing when
    running on Apache Tomcat 8.5.0 to 8.5.75 or Apache Tomcat 9.0.0.M1 to 9.0.20, it is possible that the
    application will continue to use the socket after it has been closed. The error handling triggered in this
    case could cause the a pooled object to be placed in the pool twice. This could result in subsequent
    connections using the same object concurrently which could result in data being returned to the wrong use
    and/or other errors. (CVE-2022-25762)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.21 or later.","http://www.nessus.org/u?cb880b39
http://www.nessus.org/u?d63625d1
http://www.nessus.org/u?6923945f
http://www.nessus.org/u?345e3801
http://www.nessus.org/u?deb227c6","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.21
","","8.6","5.5","7.5","4.7","High","","","","2022/05/13","2022/05/25","","",""
"166906","CVE-2022-42252","7.8","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0-M1 < 9.0.68 Request Smuggling Vulnerability","The remote Apache Tomcat server is affected by a request smuggling vulnerability","The version of Tomcat installed on the remote host is 9.0.0-M1 or later but prior to 9.0.68. It is, therefore,
affected by a request smuggling vulnerability as referenced in the fixed_in_apache_tomcat_9.0.68_security-9
advisory. If Tomcat was configured to ignore invalid HTTP headers via setting rejectIllegalHeader to false 
(not the default), Tomcat did not reject a request containing an invalid Content-Length header making a request 
smuggling attack possible if Tomcat was located behind a reverse proxy that also failed to reject the request 
with the invalid header.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.68 or later.","http://www.nessus.org/u?0e8e4f33
http://www.nessus.org/u?ccba8e49","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.68
","I","7.5","5.8","6.5","4.4","High","","IAVA:2022-A-0457-S","","2022/11/03","2023/04/18","","",""
"171657","CVE-2023-24998","7.8","High","vtop2.vitap.ac.in","tcp","443","Apache Tomcat 9.0.0.M1 < 9.0.71","The remote Apache Tomcat server is affected by a vulnerability","The version of Tomcat installed on the remote host is prior to 9.0.71. It is, therefore, affected by a vulnerability as
referenced in the fixed_in_apache_tomcat_9.0.71_security-9 advisory.

  - Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting
    in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.
    (CVE-2023-24998)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade to Apache Tomcat version 9.0.71 or later.","http://www.nessus.org/u?4e5de685
http://www.nessus.org/u?47f6bf65","
  Installed version : 9.0.0.M26
  Fixed version     : 9.0.71
","I","7.5","5.8","6.5","5.1","High","","IAVA:2023-A-0112-S","","2023/02/20","2023/03/27","","",""
